t,m,p,error_norm,h
178.9647411853,0.2102625486,4.7079729708,0.2113143484,0.2447480328
179.0247561890,0.2102338781,4.6511999384,0.2326079266,0.2447480328
179.0847711928,0.2102667050,4.5950680740,0.2326079266,0.2447480328
179.1447861965,0.2103616744,4.5395719276,0.2326079266,0.2447480328
179.2048012003,0.2105194519,4.4847060254,0.2326079266,0.2447480328
179.2648162041,0.2107407244,4.4304648704,0.2225889753,0.2385770184
179.3248312078,0.2110262002,4.3768429483,0.2225889753,0.2385770184
179.3848462116,0.2113766093,4.3238347316,0.2225889753,0.2385770184
179.4448612153,0.2117927032,4.2714346826,0.2225889753,0.2385770184
179.5048762191,0.2122752551,4.2196372546,0.2406079195,0.2385770184
179.5648912228,0.2128250602,4.1684368961,0.2406079195,0.2385770184
179.6249062266,0.2134429359,4.1178280546,0.2406079195,0.2385770184
179.6849212303,0.2141297218,4.0678051788,0.2406079195,0.2385770184
179.7449362341,0.2148862794,4.0183627195,0.2261254499,0.2324277723
179.8049512378,0.2157134930,3.9694951337,0.2261254499,0.2324277723
179.8649662416,0.2166122694,3.9211968872,0.2261254499,0.2324277723
179.9249812453,0.2175835379,3.8734624562,0.2261254499,0.2324277723
179.9849962491,0.2186282500,3.8262863286,0.2407797621,0.2324277723
180.0450112528,0.2197473805,3.7796630071,0.2407797621,0.2324277723
180.1050262566,0.2209419269,3.7335870111,0.2407797621,0.2324277723
180.1650412603,0.2222129091,3.6880528786,0.2407797621,0.2324277723
180.2250562641,0.2235613698,3.6430551662,0.2243254109,0.2267000873
180.2850712678,0.2249883748,3.5985884530,0.2243254109,0.2267000873
180.3450862716,0.2264950126,3.5546473412,0.2243254109,0.2267000873
180.4051012753,0.2280823941,3.5112264576,0.2243254109,0.2267000873
180.4651162791,0.2297516530,3.4683204541,0.2354711760,0.2267000873
180.5251312828,0.2315039457,3.4259240107,0.2354711760,0.2267000873
180.5851462866,0.2333404512,3.3840318359,0.2354711760,0.2267000873
180.6451612903,0.2352623705,3.3426386675,0.2191304103,0.2216629910
180.7051762941,0.2372709267,3.3017392737,0.2191304103,0.2216629910
180.7651912978,0.2393673656,3.2613284554,0.2191304103,0.2216629910
180.8252063016,0.2415529546,3.2214010459,0.2191304103,0.2216629910
180.8852213053,0.2438289821,3.1819519119,0.2269843509,0.2216629910
180.9452363091,0.2461967586,3.1429759550,0.2269843509,0.2216629910
181.0052513128,0.2486576156,3.1044681125,0.2269843509,0.2216629910
181.0652663166,0.2512129053,3.0664233577,0.2269843509,0.2216629910
181.1252813203,0.2538639999,3.0288367002,0.2337221809,0.2216629910
181.1852963241,0.2566122924,2.9917031883,0.2337221809,0.2216629910
181.2453113278,0.2594591953,2.9550179082,0.2337221809,0.2216629910
181.3053263316,0.2624061400,2.9187759850,0.2156944053,0.2171687750
181.3653413353,0.2654545766,2.8829725827,0.2156944053,0.2171687750
181.4253563391,0.2686059740,2.8476029062,0.2156944053,0.2171687750
181.4853713428,0.2718618184,2.8126622009,0.2156944053,0.2171687750
181.5453863466,0.2752236128,2.7781457525,0.2194901651,0.2171687750
181.6054013503,0.2786928768,2.7440488885,0.2194901651,0.2171687750
181.6654163541,0.2822711464,2.7103669787,0.2194901651,0.2171687750
181.7254313578,0.2859599717,2.6770954350,0.2194901651,0.2171687750
181.7854463616,0.2897609170,2.6442297114,0.2221496945,0.2171687750
181.8454613653,0.2936755608,2.6117653057,0.2221496945,0.2171687750
181.9054763691,0.2977054938,2.5796977588,0.2221496945,0.2171687750
181.9654913728,0.3018523178,2.5480226552,0.2236598923,0.2171687750
182.0255063766,0.3061176456,2.5167356236,0.2236598923,0.2171687750
182.0855213803,0.3105031000,2.4858323368,0.2236598923,0.2171687750
182.1455363841,0.3150103119,2.4553085126,0.2236598923,0.2171687750
182.2055513878,0.3196409191,2.4251599131,0.2240299963,0.2171687750
182.2655663916,0.3243965664,2.3953823460,0.2240299963,0.2171687750
182.3255813953,0.3292789036,2.3659716644,0.2240299963,0.2171687750
182.3855963991,0.3342895833,2.3369237668,0.2232990729,0.2171687750
182.4456114029,0.3394302606,2.3082345978,0.2232990729,0.2171687750
182.5056264066,0.3447025921,2.2799001483,0.2232990729,0.2171687750
182.5656414104,0.3501082334,2.2519164556,0.2232990729,0.2171687750
182.6256564141,0.3556488371,2.2242796034,0.2215291975,0.2171687750
182.6856714179,0.3613260527,2.1969857228,0.2215291975,0.2171687750
182.7456864216,0.3671415247,2.1700309921,0.2215291975,0.2171687750
182.8057014254,0.3730968893,2.1434116372,0.2215291975,0.2171687750
182.8657164291,0.3791937735,2.1171239314,0.2188029000,0.2171687750
182.9257314329,0.3854337946,2.0911641967,0.2188029000,0.2171687750
182.9857464366,0.3918185563,2.0655288036,0.2188029000,0.2171687750
183.0457614404,0.3983496469,2.0402141713,0.2152174431,0.2171687750
183.1057764441,0.4050286379,2.0152167679,0.2152174431,0.2171687750
183.1657914479,0.4118570829,1.9905331118,0.2152174431,0.2171687750
183.2258064516,0.4188365129,1.9661597713,0.2152174431,0.2171687750
183.2858214554,0.4259684350,1.9420933647,0.2108826541,0.2171687750
183.3458364591,0.4332543313,1.9183305618,0.2108826541,0.2171687750
183.4058514629,0.4406956557,1.8948680838,0.2108826541,0.2171687750
183.4658664666,0.4482938303,1.8717027042,0.2108826541,0.2171687750
183.5258814704,0.4560502437,1.8488312488,0.2059195497,0.2171687750
183.5858964741,0.4639662501,1.8262505967,0.2059195497,0.2171687750
183.6459114779,0.4720431639,1.8039576816,0.2059195497,0.2171687750
183.7059264816,0.4802822575,1.7819494916,0.2004664004,0.2171687750
183.7659414854,0.4886847598,1.7602230704,0.2004664004,0.2171687750
183.8259564891,0.4972518537,1.7387755179,0.2004664004,0.2171687750
183.8859714929,0.5059846704,1.7176039922,0.2004664004,0.2171687750
183.9459864966,0.5148842881,1.6967057091,0.1946742288,0.2171687750
184.0060015004,0.5239517303,1.6760779438,0.1946742288,0.2171687750
184.0660165041,0.5331879610,1.6557180327,0.1946742288,0.2171687750
184.1260315079,0.5425938808,1.6356233737,0.1887075107,0.2171687750
184.1860465116,0.5521703250,1.6157914280,0.1887075107,0.2171687750
184.2460615154,0.5619180617,1.5962197212,0.1887075107,0.2171687750
184.3060765191,0.5718377852,1.5769058455,0.1887075107,0.2171687750
184.3660915229,0.5819301138,1.5578474606,0.1827452292,0.2171687750
184.4261065266,0.5921955879,1.5390422959,0.1827452292,0.2171687750
184.4861215304,0.6026346657,1.5204881518,0.1827452292,0.2171687750
184.5461365341,0.6132477176,1.5021829031,0.1827452292,0.2171687750
184.6061515379,0.6240350246,1.4841244994,0.1769762384,0.2171687750
184.6661665416,0.6349967758,1.4663109680,0.1769762384,0.2171687750
184.7261815454,0.6461330619,1.4487404174,0.1769762384,0.2171687750
184.7861965491,0.6574438720,1.4314110386,0.1716028257,0.2171687750
184.8462115529,0.6689290910,1.4143211083,0.1716028257,0.2171687750
184.9062265566,0.6805884962,1.3974689915,0.1716028257,0.2171687750
184.9662415604,0.6924217507,1.3808531463,0.1716028257,0.2171687750
185.0262565641,0.7044284005,1.3644721250,0.1668374676,0.2171687750
185.0862715679,0.7166078723,1.3483245790,0.1668374676,0.2171687750
185.1462865716,0.7289594681,1.3324092622,0.1668374676,0.2171687750
185.2063015754,0.7414823589,1.3167250363,0.1668374676,0.2171687750
185.2663165791,0.7541755830,1.3012708728,0.1629051595,0.2171687750
185.3263315829,0.7670380426,1.2860458587,0.1629051595,0.2171687750
185.3863465866,0.7800684965,1.2710492028,0.1629051595,0.2171687750
185.4463615904,0.7932655562,1.2562802391,0.1600456246,0.2171687750
185.5063765941,0.8066276830,1.2417384320,0.1600456246,0.2171687750
185.5663915979,0.8201531839,1.2274233829,0.1600456246,0.2171687750
185.6264066017,0.8338402030,1.2133348381,0.1600456246,0.2171687750
185.6864216054,0.8476867196,1.1994726919,0.1585089539,0.2171687750
185.7464366092,0.8616905445,1.1858369945,0.1585089539,0.2171687750
185.8064516129,0.8758493127,1.1724279614,0.1585089539,0.2171687750
185.8664666167,0.8901604777,1.1592459802,0.1585568524,0.2171687750
185.9264816204,0.9046213080,1.1462916165,0.1585568524,0.2171687750
185.9864966242,0.9192288836,1.1335656235,0.1585568524,0.2171687750
186.0465116279,0.9339800855,1.1210689551,0.1585568524,0.2171687750
186.1065266317,0.9488715930,1.1088027701,0.1604591007,0.2171687750
186.1665416354,0.9638998792,1.0967684435,0.1604591007,0.2171687750
186.2265566392,0.9790612039,1.0849675786,0.1604591007,0.2171687750
186.2865716429,0.9943516051,1.0734020204,0.1604591007,0.2171687750
186.3465866467,1.0097668958,1.0620738615,0.1644874529,0.2171687750
186.4066016504,1.0253026585,1.0509854568,0.1644874529,0.2171687750
186.4666166542,1.0409542354,1.0401394408,0.1644874529,0.2171687750
186.5266316579,1.0567167214,1.0295387375,0.1709063791,0.2171687750
186.5866466617,1.0725849604,1.0191865729,0.1709063791,0.2171687750
186.6466616654,1.0885535377,1.0090864918,0.1709063791,0.2171687750
186.7066766692,1.1046167678,0.9992423797,0.1709063791,0.2171687750
186.7666916729,1.1207686905,0.9896584696,0.1799598515,0.2171687750
186.8267066767,1.1370030642,0.9803393627,0.1799598515,0.2171687750
186.8867216804,1.1533133551,0.9712900500,0.1799598515,0.2171687750
186.9467366842,1.1696927266,0.9625159313,0.1918538853,0.2171687750
187.0067516879,1.1861340345,0.9540228284,0.1918538853,0.2171687750
187.0667666917,1.2026298191,0.9458170085,0.1918538853,0.2171687750
187.1267816954,1.2191722890,0.9379052140,0.1918538853,0.2171687750
187.1867966992,1.2357533154,0.9302946758,0.2067346143,0.2171687750
187.2468117029,1.2523644237,0.9229931356,0.2067346143,0.2171687750
187.3068267067,1.2689967825,0.9160088752,0.2067346143,0.2171687750
187.3668417104,1.2856411867,0.9093507477,0.2067346143,0.2171687750
187.4268567142,1.3022880537,0.9030281890,0.2246612769,0.2171687750
187.4868717179,1.3189274118,0.8970512515,0.2246612769,0.2171687750
187.5468867217,1.3355488837,0.8914306399,0.2246612769,0.2171687750
187.6069017254,1.3521416756,0.8861777348,0.2193021436,0.2123532909
187.6669167292,1.3686945682,0.8813046156,0.2193021436,0.2123532909
187.7269317329,1.3851959053,0.8768240988,0.2193021436,0.2123532909
187.7869467367,1.4016335735,0.8727497795,0.2193021436,0.2123532909
187.8469617404,1.4179949957,0.8690960473,0.2398703457,0.2123532909
187.9069767442,1.4342671200,0.8658781249,0.2398703457,0.2123532909
187.9669917479,1.4504364038,0.8631121123,0.2398703457,0.2123532909
188.0270067517,1.4664887988,0.8608150204,0.2290924385,0.2067227229
188.0870217554,1.4824097453,0.8590047954,0.2290924385,0.2067227229
188.1470367592,1.4981841606,0.8577003650,0.2290924385,0.2067227229
188.2070517629,1.5137964227,0.8569216888,0.2290924385,0.2067227229
188.2670667667,1.5292303652,0.8566897778,0.2490393580,0.2067227229
188.3270817704,1.5444692709,0.8570267382,0.2490393580,0.2067227229
188.3870967742,1.5594958643,0.8579558235,0.2490393580,0.2067227229
188.4471117779,1.5742923054,0.8595014721,0.2327975711,0.2008880339
188.5071267817,1.5888401917,0.8616893350,0.2327975711,0.2008880339
188.5671417854,1.6031205612,0.8645463276,0.2327975711,0.2008880339
188.6271567892,1.6171138986,0.8681006845,0.2327975711,0.2008880339
188.6871717929,1.6308001420,0.8723819813,0.2488798174,0.2008880339
188.7471867967,1.6441587024,0.8774211775,0.2488798174,0.2008880339
188.8072018005,1.6571684932,0.8832506773,0.2488798174,0.2008880339
188.8672168042,1.6698079492,0.8899043617,0.2302688272,0.1954862871
188.9272318080,1.6820550655,0.8974176177,0.2302688272,0.1954862871
188.9872468117,1.6938874552,0.9058273916,0.2302688272,0.1954862871
189.0472618155,1.7052824038,0.9151722374,0.2407028034,0.1954862871
189.1072768192,1.7162169225,0.9254923392,0.2407028034,0.1954862871
189.1672918230,1.7266678423,0.9368295467,0.2407028034,0.1954862871
189.2273068267,1.7366119239,0.9492274308,0.2156693597,0.1909546589
189.2873218305,1.7460259240,0.9627313060,0.2156693597,0.1909546589
189.3473368342,1.7548867357,0.9773882575,0.2156693597,0.1909546589
189.4073518380,1.7631715539,0.9932471784,0.2156693597,0.1909546589
189.4673668417,1.7708579708,1.0103587963,0.2076909676,0.1909546589
189.5273818455,1.7779241543,1.0287757023,0.2076909676,0.1909546589
189.5873968492,1.7843490639,1.0485523602,0.2076909676,0.1909546589
189.6474118530,1.7901125834,1.0697451245,0.1876196991,0.1909546589
189.7074268567,1.7951957183,1.0924122719,0.1876196991,0.1909546589
189.7674418605,1.7995808424,1.1166139971,0.1876196991,0.1909546589
189.8274568642,1.8032518669,1.1424124007,0.1529160112,0.1909546589
189.8874718680,1.8061944232,1.1698715111,0.1529160112,0.1909546589
189.9474868717,1.8083961074,1.1990572846,0.1529160112,0.1909546589
190.0075018755,1.8098466583,1.2300375575,0.1177941476,0.1955292023
190.0675168792,1.8105380945,1.2628820374,0.1177941476,0.1955292023
190.1275318830,1.8104649127,1.2976623053,0.1177941476,0.1955292023
190.1875468867,1.8096242227,1.3344517427,0.0869597466,0.2042927972
190.2475618905,1.8080158123,1.3733254902,0.0869597466,0.2042927972
190.3075768942,1.8056422663,1.4143604167,0.0869597466,0.2042927972
190.3675918980,1.8025089840,1.4576350329,0.0869597466,0.2042927972
190.4276069017,1.7986241768,1.5032294322,0.1563650635,0.2181126750
190.4876219055,1.7939988653,1.5512251929,0.1563650635,0.2181126750
190.5476369092,1.7886467813,1.6017052908,0.1563650635,0.2181126750
190.6076519130,1.7825842313,1.6547539733,0.1563650635,0.2181126750
190.6676669167,1.7758300152,1.7104566671,0.2036323911,0.2093578806
190.7276819205,1.7684052490,1.7688998181,0.2036323911,0.2093578806
190.7876969242,1.7603330728,1.8301707252,0.2036323911,0.2093578806
190.8477119280,1.7516385062,1.8943574211,0.2223327216,0.2029665362
190.9077269317,1.7423482221,1.9615484492,0.2223327216,0.2029665362
190.9677419355,1.7324902402,2.0318326648,0.2223327216,0.2029665362
191.0277569392,1.7220936395,2.1052990313,0.2181551850,0.1985154099
191.0877719430,1.7111883923,2.1820364152,0.2181551850,0.1985154099
191.1477869467,1.6998050655,2.2621332526,0.2181551850,0.1985154099
191.2078019505,1.6879745018,2.3456772975,0.2181551850,0.1985154099
191.2678169542,1.6757276831,2.4327554410,0.2151371643,0.1985154099
191.3278319580,1.6630954869,2.5234532363,0.2151371643,0.1985154099
191.3878469617,1.6501084365,2.6178545649,0.2151371643,0.1985154099
191.4478619655,1.6367965560,2.7160414267,0.1968447155,0.1985154099
191.5078769692,1.6231892308,2.8180934809,0.1968447155,0.1985154099
191.5678919730,1.6093150375,2.9240875105,0.1968447155,0.1985154099
191.6279069767,1.5952016198,3.0340971020,0.1735487194,0.1985154099
191.6879219805,1.5808756290,3.1481923193,0.1735487194,0.1985154099
191.7479369842,1.5663626337,3.2664390100,0.1735487194,0.1985154099
191.8079519880,1.5516870481,3.3888982493,0.1735487194,0.1985154099
191.8679669917,1.5368721105,3.5156261039,0.1518203004,0.1985154099
191.9279819955,1.5219398605,3.6466729425,0.1518203004,0.1985154099
191.9879969992,1.5069111250,3.7820826210,0.1518203004,0.1985154099
192.0480120030,1.4918055163,3.9218921513,0.1350753903,0.1985154099
192.1080270068,1.4766414524,4.0661311769,0.1350753903,0.1985154099
192.1680420105,1.4614361835,4.2148210018,0.1350753903,0.1985154099
192.2280570143,1.4462058132,4.3679739821,0.1396089324,0.2033585560
192.2880720180,1.4309653320,4.5255931513,0.1396089324,0.2033585560
192.3480870218,1.4157286660,4.6876713256,0.1396089324,0.2033585560
192.4081020255,1.4005087249,4.8541901235,0.1396089324,0.2033585560
192.4681170293,1.3853174268,5.0251196730,0.1318168573,0.2033585560
192.5281320330,1.3701657622,5.2004178761,0.1318168573,0.2033585560
192.5881470368,1.3550638484,5.3800292987,0.1318168573,0.2033585560
192.6481620405,1.3400209616,5.5638846950,0.1382464594,0.2076357266
192.7081770443,1.3250455883,5.7519005189,0.1382464594,0.2076357266
192.7681920480,1.3101454825,5.9439779439,0.1382464594,0.2076357266
192.8282070518,1.2953277104,6.1400021300,0.1272695556,0.2076357266
192.8882220555,1.2805986793,6.3398419736,0.1272695556,0.2076357266
192.9482370593,1.2659641946,6.5433493912,0.1272695556,0.2076357266
193.0082520630,1.2514295068,6.7503586116,0.1272695556,0.2076357266
193.0682670668,1.2369993345,6.9606859774,0.1280030044,0.2128803026
193.1282820705,1.2226779071,7.1741295996,0.1280030044,0.2128803026
193.1882970743,1.2084690069,7.3904690050,0.1280030044,0.2128803026
193.2483120780,1.1943760013,7.6094650407,0.0827612632,0.2128803026
193.3083270818,1.1804018620,7.8308598836,0.0827612632,0.2128803026
193.3683420855,1.1665492051,8.0543771917,0.0827612632,0.2128803026
193.4283570893,1.1528203224,8.2797225316,0.0827612632,0.2128803026
193.4883720930,1.1392171969,8.5065835646,0.0195400853,0.2303879741
193.5483870968,1.1257415289,8.7346308609,0.0195400853,0.2303879741
193.6084021005,1.1123947618,8.9635189097,0.0195400853,0.2303879741
193.6684171043,1.0991781076,9.1928873132,0.0195400853,0.2303879741
193.7284321080,1.0860925531,9.4223614170,0.1177797159,0.2500000000
193.7884471118,1.0731388853,9.6515542820,0.1177797159,0.2500000000
193.8484621155,1.0603177083,9.8800680608,0.1177797159,0.2500000000
193.9084771193,1.0476294632,10.1074971981,0.1177797159,0.2500000000
193.9684921230,1.0350744307,10.3334289176,0.0732557117,0.2215678606
194.0285071268,1.0226527510,10.5574458073,0.0732557117,0.2215678606
194.0885221305,1.0103644363,10.7791282347,0.0732557117,0.2215678606
194.1485371343,0.9982093838,10.9980584149,0.0732557117,0.2215678606
194.2085521380,0.9861873798,11.2138213105,0.1546677153,0.2423020592
194.2685671418,0.9742981128,11.4260068552,0.1546677153,0.2423020592
194.3285821455,0.9625411831,11.6342144621,0.1546677153,0.2423020592
194.3885971493,0.9509161121,11.8380555401,0.1546677153,0.2423020592
194.4486121530,0.9394223442,12.0371539954,0.1661956050,0.2297581787
194.5086271568,0.9280592579,12.2311500109,0.1661956050,0.2297581787
194.5686421605,0.9168261721,12.4197034136,0.1661956050,0.2297581787
194.6286571643,0.9057223518,12.6024945377,0.1661956050,0.2297581787
194.6886721680,0.8947470115,12.7792250342,0.1943231600,0.2297581787
194.7486871718,0.8838993214,12.9496213599,0.1943231600,0.2297581787
194.8087021755,0.8731784130,13.1134357472,0.1943231600,0.2297581787
194.8687171793,0.8625833827,13.2704463378,0.1301577594,0.2297581787
194.9287321830,0.8521132943,13.4204579979,0.1301577594,0.2297581787
194.9887471868,0.8417671837,13.5633037198,0.1301577594,0.2297581787
195.0487621905,0.8315440631,13.6988438524,0.1301577594,0.2297581787
195.1087771943,0.8214429229,13.8269660136,0.0657324409,0.2413068473
195.1687921980,0.8114627342,13.9475848707,0.0657324409,0.2413068473
195.2288072018,0.8016024517,14.0606416819,0.0657324409,0.2413068473
195.2888222056,0.7918610173,14.1661026088,0.0657324409,0.2413068473
195.3488372093,0.7822373610,14.2639583716,0.0263251917,0.2500000000
195.4088522131,0.7727304027,14.3542228987,0.0263251917,0.2500000000
195.4688672168,0.7633390545,14.4369323296,0.0263251917,0.2500000000
195.5288822206,0.7540622234,14.5121424075,0.0263251917,0.2500000000
195.5888972243,0.7448988116,14.5799277949,0.0270912610,0.2500000000
195.6489122281,0.7358477181,14.6403809189,0.0270912610,0.2500000000
195.7089272318,0.7269078402,14.6936101559,0.0270912610,0.2500000000
195.7689422356,0.7180780752,14.7397374487,0.0270912610,0.2500000000
195.8289572393,0.7093573213,14.7788973603,0.0270912610,0.2500000000
195.8889722431,0.7007444780,14.8112363333,0.1022206824,0.2500000000
195.9489872468,0.6922384476,14.8369103782,0.1022206824,0.2500000000
196.0090022506,0.6838381361,14.8560834801,0.1022206824,0.2500000000
196.0690172543,0.6755424543,14.8689266571,0.1022206824,0.2500000000
196.1290322581,0.6673503177,14.8756174303,0.0764000060,0.2319922234
196.1890472618,0.6592606474,14.8763375977,0.0764000060,0.2319922234
196.2490622656,0.6512723715,14.8712725631,0.0764000060,0.2319922234
196.3090772693,0.6433844249,14.8606102703,0.0764000060,0.2319922234
196.3690922731,0.6355957497,14.8445406461,0.0883200174,0.2493710096
196.4291072768,0.6279052961,14.8232544923,0.0883200174,0.2493710096
196.4891222806,0.6203120230,14.7969427660,0.0883200174,0.2493710096
196.5491372843,0.6128148977,14.7657956927,0.0883200174,0.2493710096
196.6091522881,0.6054128967,14.7300025905,0.0751548159,0.2500000000
196.6691672918,0.5981050058,14.6897511802,0.0751548159,0.2500000000
196.7291822956,0.5908902209,14.6452270658,0.0751548159,0.2500000000
196.7891972993,0.5837675475,14.5966131298,0.0751548159,0.2500000000
196.8492123031,0.5767360015,14.5440894850,0.0746890257,0.2500000000
196.9092273068,0.5697946090,14.4878331427,0.0746890257,0.2500000000
196.9692423106,0.5629424070,14.4280175627,0.0746890257,0.2500000000
197.0292573143,0.5561784431,14.3648124658,0.0746890257,0.2500000000
197.0892723181,0.5495017759,14.2983838135,0.0761484216,0.2500000000
197.1492873218,0.5429114749,14.2288935747,0.0761484216,0.2500000000
197.2093023256,0.5364066209,14.1564995081,0.0761484216,0.2500000000
197.2693173293,0.5299863061,14.0813551705,0.0761484216,0.2500000000
197.3293323331,0.5236496339,14.0036099082,0.0661182217,0.2500000000
197.3893473368,0.5173957193,13.9234087374,0.0661182217,0.2500000000
197.4493623406,0.5112236887,13.8408922942,0.0661182217,0.2500000000
197.5093773443,0.5051326803,13.7561969136,0.0661182217,0.2500000000
197.5693923481,0.4991218439,13.6694546215,0.0559983000,0.2500000000
197.6294073518,0.4931903408,13.5807931274,0.0559983000,0.2500000000
197.6894223556,0.4873373443,13.4903358687,0.0559983000,0.2500000000
197.7494373593,0.4815620395,13.3982021204,0.0559983000,0.2500000000
197.8094523631,0.4758636233,13.3045070114,0.0559983000,0.2500000000
197.8694673668,0.4702413041,13.2093615530,0.0475065655,0.2500000000
197.9294823706,0.4646943027,13.1128727434,0.0475065655,0.2500000000
197.9894973743,0.4592218514,13.0151436871,0.0475065655,0.2500000000
198.0495123781,0.4538231947,12.9162736548,0.0475065655,0.2500000000
198.1095273818,0.4484975887,12.8163581109,0.0399980279,0.2500000000
198.1695423856,0.4432443016,12.7154888488,0.0399980279,0.2500000000
198.2295573893,0.4380626135,12.6137541006,0.0399980279,0.2500000000
198.2895723931,0.4329518165,12.5112386310,0.0399980279,0.2500000000
198.3495873968,0.4279112143,12.4080237598,0.0342868178,0.2500000000
198.4096024006,0.4229401230,12.3041875081,0.0342868178,0.2500000000
198.4696174044,0.4180378704,12.1998046993,0.0342868178,0.2500000000
198.5296324081,0.4132037963,12.0949470742,0.0342868178,0.2500000000
198.5896474119,0.4084372523,11.9896833111,0.0299557674,0.2500000000
198.6496624156,0.4037376021,11.8840791559,0.0299557674,0.2500000000
198.7096774194,0.3991042213,11.7781975184,0.0299557674,0.2500000000
198.7696924231,0.3945364974,11.6720985975,0.0299557674,0.2500000000
198.8297074269,0.3900338300,11.5658399054,0.0271747703,0.2500000000
198.8897224306,0.3855956303,11.4594763713,0.0271747703,0.2500000000
198.9497374344,0.3812213219,11.3530604375,0.0271747703,0.2500000000
199.0097524381,0.3769103401,11.2466421782,0.0271747703,0.2500000000
199.0697674419,0.3726621321,11.1402693356,0.0260733386,0.2500000000
199.1297824456,0.3684761573,11.0339873916,0.0260733386,0.2500000000
199.1897974494,0.3643518868,10.9278396691,0.0260733386,0.2500000000
199.2498124531,0.3602888041,10.8218674318,0.0260733386,0.2500000000
199.3098274569,0.3562864043,10.7161099349,0.0260733386,0.2500000000
199.3698424606,0.3523441946,10.6106044688,0.0267278969,0.2500000000
199.4298574644,0.3484616943,10.5053864639,0.0267278969,0.2500000000
199.4898724681,0.3446384350,10.4004895669,0.0267278969,0.2500000000
199.5498874719,0.3408739600,10.2959457053,0.0267278969,0.2500000000
199.6099024756,0.3371678247,10.1917851109,0.0290590795,0.2500000000
199.6699174794,0.3335195969,10.0880364190,0.0290590795,0.2500000000
199.7299324831,0.3299288563,9.9847267282,0.0290590795,0.2500000000
199.7899474869,0.3263951950,9.8818816714,0.0290590795,0.2500000000
199.8499624906,0.3229182171,9.7795254298,0.0328637121,0.2500000000
199.9099774944,0.3194975389,9.6776808161,0.0328637121,0.2500000000
199.9699924981,0.3161327893,9.5763693275,0.0328637121,0.2500000000
200.0300075019,0.3128236093,9.4756112154,0.0328637121,0.2500000000
200.0900225056,0.3095696523,9.3754254960,0.0379403174,0.2500000000
200.1500375094,0.3063705840,9.2758300166,0.0379403174,0.2500000000
200.2100525131,0.3032260828,9.1768415037,0.0379403174,0.2500000000
200.2700675169,0.3001358395,9.0784756276,0.0379403174,0.2500000000
200.3300825206,0.2970995573,8.9807470143,0.0441670587,0.2500000000
200.3900975244,0.2941169523,8.8836692938,0.0441670587,0.2500000000
200.4501125281,0.2911877532,8.7872551473,0.0441670587,0.2500000000
200.5101275319,0.2883117014,8.6915163620,0.0441670587,0.2500000000
200.5701425356,0.2854885512,8.5964638474,0.0515088807,0.2500000000
200.6301575394,0.2827180696,8.5021076672,0.0515088807,0.2500000000
200.6901725431,0.2800000368,8.4084570863,0.0515088807,0.2500000000
200.7501875469,0.2773342459,8.3155206147,0.0515088807,0.2500000000
200.8102025506,0.2747205033,8.2233060287,0.0515088807,0.2500000000
200.8702175544,0.2721586283,8.1318203892,0.0599938966,0.2500000000
200.9302325581,0.2696484538,8.0410700891,0.0599938966,0.2500000000
200.9902475619,0.2671898259,7.9510608847,0.0599938966,0.2500000000
201.0502625656,0.2647826043,7.8617979224,0.0599938966,0.2500000000
201.1102775694,0.2624266622,7.7732857479,0.0696911198,0.2500000000
201.1702925731,0.2601218865,7.6855283491,0.0696911198,0.2500000000
201.2303075769,0.2578681779,7.5985291810,0.0696911198,0.2500000000
201.2903225806,0.2556654510,7.5122911929,0.0696911198,0.2500000000
201.3503375844,0.2535136344,7.4268168345,0.0806910479,0.2500000000
201.4103525881,0.2514126706,7.3421080905,0.0806910479,0.2500000000
201.4703675919,0.2493625168,7.2581665027,0.0806910479,0.2500000000
201.5303825956,0.2473631443,7.1749931959,0.0806910479,0.2500000000
201.5903975994,0.2454145387,7.0925888821,0.0930908734,0.2500000000
201.6504126032,0.2435167005,7.0109538882,0.0930908734,0.2500000000
201.7104276069,0.2416696449,6.9300881753,0.0930908734,0.2500000000
201.7704426107,0.2398734019,6.8499913622,0.0930908734,0.2500000000
201.8304576144,0.2381280165,6.7706627308,0.1069823682,0.2500000000
201.8904726182,0.2364335489,6.6921012447,0.1069823682,0.2500000000
201.9504876219,0.2347900747,6.6143055688,0.1069823682,0.2500000000
202.0105026257,0.2331976848,6.5372740890,0.1069823682,0.2500000000
202.0705176294,0.2316564860,6.4610049183,0.1224410311,0.2500000000
202.1305326332,0.2301666002,6.3854959092,0.1224410311,0.2500000000
202.1905476369,0.2287281660,6.3107446730,0.1224410311,0.2500000000
202.2505626407,0.2273413377,6.2367485952,0.1224410311,0.2500000000
202.3105776444,0.2260062859,6.1635048430,0.1224410311,0.2500000000
202.3705926482,0.2247231975,6.0910103723,0.1395156879,0.2500000000
202.4306076519,0.2234922760,6.0192619473,0.1395156879,0.2500000000
202.4906226557,0.2223137419,5.9482561506,0.1395156879,0.2500000000
202.5506376594,0.2211878325,5.8779893930,0.1395156879,0.2500000000
202.6106526632,0.2201148018,5.8084579172,0.1582182462,0.2500000000
202.6706676669,0.2190949217,5.7396578142,0.1582182462,0.2500000000
202.7306826707,0.2181284811,5.6715850324,0.1582182462,0.2500000000
202.7906976744,0.2172157869,5.6042353869,0.1582182462,0.2500000000
202.8507126782,0.2163571635,5.5376045614,0.1785137479,0.2500000000
